"rank","net_worth","category","personName","age","country","city","source","industries","countryOfCitizenship","organization","selfMade","gender","title","state","residenceStateRegion","cpi_country","cpi_change_country","gdp_country","gross_tertiary_education_enrollment","gross_primary_education_enrollment_country","life_expectancy_country","tax_revenue_country_country","total_tax_rate_country","population_country","latitude_country","longitude_country","gdp_country_numeric","log_net_worth","log_cpi_country","log_cpi_change_country","log_gross_primary_education_enrollment_country","exp_life_expectancy_country","exp_latitude_country"
1104,2700,"Technology","Yuji Otsuka",69,"Japan","Tokyo","Copy machines, software","Technology","Japan","",FALSE,"M","","","",105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,5081769542380,7.90100705199242,4.65852136148509,1.22377543162212,4.59309760475382,2.71828182845905,2.11672992888406
1104,2700,"Fashion & Retail","Pan Dong",58,"Hong Kong","Hong Kong","Consumer goods","Fashion & Retail","Canada","",TRUE,"F","","","",,,"",,,,,,,,,,7.90100705199242,,,,,
1104,2700,"Diversified","Karsanbhai Patel",79,"India","Ahmedabad","Consumer goods","Diversified","India","",TRUE,"M","","","",180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,2.611e+12,7.90100705199242,5.1953983125402,2.36085400111802,4.72738781871234,1.6570132294805,1.81856822703354
1104,2700,"Real Estate","Richard Peery",84,"United States","Palo Alto","Real estate","Real Estate","United States","",TRUE,"M","","California","West",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.90100705199242,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
1104,2700,"Metals & Mining","Gianfelice Rocca",75,"","","Pipe Manufacturing","Metals & Mining","Italy","",FALSE,"M","","","",,,"",,,,,,,,,,7.90100705199242,,,,,
1104,2700,"Metals & Mining","Paolo Rocca",70,"","","Pipe Manufacturing","Metals & Mining","Italy","",FALSE,"M","","","",,,"",,,,,,,,,,7.90100705199242,,,,,
1104,2700,"Healthcare","Wayne Rothbaum",55,"United States","Delray Beach","Biotech investing","Healthcare","United States","",TRUE,"M","Investor","Florida","South",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.90100705199242,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
1104,2700,"Technology","Jeff Rothschild",68,"United States","Palo Alto","Facebook","Technology","United States","Meta Platforms",TRUE,"M","Advisor","California","West",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.90100705199242,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
1104,2700,"Technology","Raj Sardana",63,"United States","Atlanta","Technology services","Technology","United States","",TRUE,"M","","Georgia","South",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.90100705199242,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
1104,2700,"Media & Entertainment","Christiane Schoeller",,"","","Publishing","Media & Entertainment","Germany","",FALSE,"F","","","",,,"",,,,,,,,,,7.90100705199242,,,,,
1104,2700,"Manufacturing","Salil Singhal",75,"India","Delhi","Agrochemicals","Manufacturing","India","",FALSE,"M","","","",180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,2.611e+12,7.90100705199242,5.1953983125402,2.36085400111802,4.72738781871234,1.6570132294805,1.81856822703354
1104,2700,"Logistics","Alexander Skorobogatko",55,"Russia","Moscow","Real estate, airport","Logistics","Russia","",TRUE,"M","","","",180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,1699876578871,7.90100705199242,5.19711486103887,2.00148000021012,4.63083793273667,1.85036814276923,2.70772530162082
1104,2700,"Technology","Evan Spiegel",32,"United States","Los Angeles","Snapchat","Technology","United States","Snap",TRUE,"M","Cofounder","California","West",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.90100705199242,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
1104,2700,"Service","Glen Taylor",81,"United States","Mankato","Printing","Service","United States","",TRUE,"M","","Minnesota","Midwest",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.90100705199242,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
1104,2700,"Media & Entertainment","Thomas Tull",52,"United States","Pittsburgh","Movies, investments","Media & Entertainment","United States","",TRUE,"M","","Pennsylvania","Northeast",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.90100705199242,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
1104,2700,"Metals & Mining","Bulat Utemuratov",65,"Kazakhstan","Nur-Sultan","Mining, banking, hotels","Metals & Mining","Kazakhstan","",TRUE,"M","","","",182.75,5.2,"$180,161,741,180 ",61.7,104.4,73.2,11.7,28.4,18513930,48.019573,66.923684,180161741180,7.90100705199242,5.20811909862989,2.09186406167839,4.64822967544854,1.88157091951192,2.3744701208077
1104,2700,"Food & Beverage","Gustav Magnar Witzoe",29,"Norway","Kverva","Fish farming","Food & Beverage","Norway","",FALSE,"M","","","",120.27,2.2,"$403,336,363,636 ",82,100.3,82.8,23.9,36.2,5347896,60.472024,8.468946,403336363636,7.90100705199242,4.78973921532253,1.62924053973028,4.60816569496789,2.5939381899468,2.68016413858868
1104,2700,"Manufacturing","Wong Man Li",58,"Hong Kong","Hong Kong","Furniture","Manufacturing","Hong Kong","",TRUE,"M","","","",,,"",,,,,,,,,,7.90100705199242,,,,,
1104,2700,"Healthcare","Guangming Wu",61,"China","Danyang","Medical equipment","Healthcare","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,7.90100705199242,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
1104,2700,"Healthcare","Zhu Yi",59,"China","Chengdu","Pharmaceuticals","Healthcare","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,7.90100705199242,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
1164,2600,"Real Estate","Ben Ashkenazy",53,"United States","New York","Real estate","Real Estate","United States","",TRUE,"M","","New York","Northeast",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.86326672400957,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
1164,2600,"Finance & Investments","Felix Baker",54,"United States","New York","Biotech investing","Finance & Investments","United States","",TRUE,"M","","New York","Northeast",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.86326672400957,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
1164,2600,"Finance & Investments","Julian Baker",56,"United States","New York","Investing","Finance & Investments","United States","",TRUE,"M","","New York","Northeast",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.86326672400957,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
1164,2600,"Media & Entertainment","David Baszucki",60,"United States","San Francisco","Online games","Media & Entertainment","United States","",TRUE,"M","","California","West",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.86326672400957,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
1164,2600,"Food & Beverage","Joesley Batista",51,"Brazil","Sao Paulo","Beef processing","Food & Beverage","Brazil","",FALSE,"M","","","",167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,1839758040766,7.86326672400957,5.12038615805537,1.88706964903238,4.748404354074,2.04565711098374,1.29606183923249
1164,2600,"Food & Beverage","Wesley Batista",50,"Brazil","Sao Paulo","Beef packing","Food & Beverage","Brazil","",FALSE,"M","","","",167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,1839758040766,7.86326672400957,5.12038615805537,1.88706964903238,4.748404354074,2.04565711098374,1.29606183923249
1164,2600,"Media & Entertainment","Yvonne Bauer",46,"Germany","Hamburg","Magazines, media","Media & Entertainment","Germany","",FALSE,"F","","","",112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,3845630030824,7.86326672400957,4.72605950326354,1.45861502269952,4.64439089914137,2.43423394896548,2.44824446910457
1164,2600,"Manufacturing","Miriam Baumann-Blocher",48,"Switzerland","Rheinfelden","Chemicals","Manufacturing","Switzerland","",FALSE,"F","","","",99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,703082435360,7.86326672400957,4.60066003051021,1.19392246847243,4.65586330030361,2.66427802339218,2.34688867910816
1164,2600,"Healthcare","Cen Junda",58,"China","Lianyungang","Pharmaceuticals","Healthcare","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,7.86326672400957,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
1164,2600,"Finance & Investments","Richard Chandler",64,"Singapore","Singapore","Investments","Finance & Investments","New Zealand","",FALSE,"M","","","",114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836,372062527489,7.86326672400957,4.73978848771285,1.25276296849537,4.61115225766564,2.62009532930275,1.50820363687946
1164,2600,"Manufacturing","Chen Zhiping",47,"China","Shenzhen","E-cigarettes","Manufacturing","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,7.86326672400957,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
1164,2600,"Service","Fernando Chico Pardo",71,"Mexico","Mexico City","Airport management","Service","Mexico","",TRUE,"M","","","",141.54,3.6,"$1,258,286,717,125 ",40.2,105.8,75,13.1,55.1,126014024,23.634501,-102.552784,1258286717125,7.86326672400957,4.95258236264764,1.87180217690159,4.6615505194242,1.99832172803885,1.8731515607626
1164,2600,"Energy","Ray Davis",81,"United States","Dallas","Pipelines","Energy","United States","",TRUE,"M","","Texas","South",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.86326672400957,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
1164,2600,"Construction & Engineering","Maria Del Pino",67,"Spain","Madrid","Construction","Construction & Engineering","Spain","",FALSE,"F","","","",110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922,1394116310769,7.86326672400957,4.70916977600658,1.28093384546206,4.63181211693451,2.6376797959302,2.20624264256544
1164,2600,"Manufacturing","Deng Weiming & family",54,"China","Changsha","Battery components","Manufacturing","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,7.86326672400957,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
1164,2600,"Food & Beverage","John Dorrance, III.",79,"Ireland","Dublin","Campbell Soup","Food & Beverage","Ireland","",FALSE,"M","","","",,,"",,,,,,,,,,7.86326672400957,,,,,
1164,2600,"Diversified","Carl Douglas",61,"Sweden","Stockholm","Investments","Diversified","Sweden","",FALSE,"M","","","",110.51,1.8,"$530,832,908,738 ",67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501,530832908738,7.86326672400957,4.70510601460069,1.54756250871601,4.84103250971008,2.5680421845777,2.67121618848989
1164,2600,"Diversified","Eric Douglas",54,"Sweden","Stockholm","Investments","Diversified","Sweden","",FALSE,"M","","","",110.51,1.8,"$530,832,908,738 ",67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501,530832908738,7.86326672400957,4.70510601460069,1.54756250871601,4.84103250971008,2.5680421845777,2.67121618848989
1164,2600,"Manufacturing","Fiona Geminder",58,"Australia","Melbourne","Manufacturing","Manufacturing","Australia","",FALSE,"F","","","",119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136,1392680589329,7.86326672400957,4.78582368568135,1.50407739677627,4.60816569496789,2.58527730254747,1.16412411610534
1164,2600,"Finance & Investments","Stewart Horejsi & family",85,"United States","Phoenix","Berkshire Hathaway","Finance & Investments","United States","",TRUE,"M","","Arizona","West",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.86326672400957,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
1164,2600,"Healthcare","Hou Juncheng",58,"China","Hangzhou","Cosmetics","Healthcare","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,7.86326672400957,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
1164,2600,"Construction & Engineering","Zhenda Huang & family",75,"China","Shantou","Construction","Construction & Engineering","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,7.86326672400957,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
1164,2600,"Service","Dmitry Kamenshchik",54,"Russia","Moscow","Airport","Service","Russia","",TRUE,"M","","","",180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,1699876578871,7.86326672400957,5.19711486103887,2.00148000021012,4.63083793273667,1.85036814276923,2.70772530162082
1164,2600,"Finance & Investments","Alicia Koplowitz",69,"Spain","Madrid","Construction, investments","Finance & Investments","Spain","",FALSE,"F","","","",110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922,1394116310769,7.86326672400957,4.70916977600658,1.28093384546206,4.63181211693451,2.6376797959302,2.20624264256544
1164,2600,"Real Estate","Adam Kwok",40,"Hong Kong","Hong Kong","Real estate","Real Estate","Hong Kong","",FALSE,"M","","","",,,"",,,,,,,,,,7.86326672400957,,,,,
1164,2600,"Finance & Investments","Henry Laufer",77,"United States","Lake Worth","Hedge funds","Finance & Investments","United States","",TRUE,"M","Investor","Florida","South",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.86326672400957,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
1164,2600,"Food & Beverage","Louis Le Duff",76,"France","Paris","Bakeries","Food & Beverage","France","",TRUE,"M","","","",110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749,2715518274227,7.86326672400957,4.70093480797247,1.38629436111989,4.62986279857846,2.5680421845777,2.33344849204226
1164,2600,"Technology","Mark Leonard & family",66,"Canada","Toronto","Software","Technology","Canada","",TRUE,"M","","","",116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771,1736425629520,7.86326672400957,4.76012054598591,1.56861591791385,4.61412992735956,2.51702317393374,2.56935306832805
1164,2600,"Automotive","Li Guoqiang",59,"China","Beijing","Auto dealerships","Automotive","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,7.86326672400957,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
1164,2600,"Service","Li Yongxin",47,"China","Beijing","Education","Service","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,7.86326672400957,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
1164,2600,"Finance & Investments","Peter Lim",69,"Singapore","Singapore","Investments","Finance & Investments","Singapore","",TRUE,"M","","","",114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836,372062527489,7.86326672400957,4.73978848771285,1.25276296849537,4.61115225766564,2.62009532930275,1.50820363687946
1164,2600,"Diversified","Lu Weiding",52,"China","Hangzhou","Diversified","Diversified","China","",FALSE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,7.86326672400957,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
1164,2600,"Service","Sergio Mantegazza",95,"Switzerland","Lugano","Travel","Service","Switzerland","",TRUE,"M","","","",99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,703082435360,7.86326672400957,4.60066003051021,1.19392246847243,4.65586330030361,2.66427802339218,2.34688867910816
1164,2600,"Finance & Investments","Hans Melchers",84,"Netherlands","Vorden","Chemicals, investments","Finance & Investments","Netherlands","",TRUE,"M","","","",115.91,2.6,"$909,070,395,161 ",85,104.2,81.8,23,41.2,17332850,52.132633,5.291266,909070395161,7.86326672400957,4.75281402790065,1.70474809223843,4.64631212931927,2.50861909770115,2.47137584696942
1164,2600,"Food & Beverage","C. Dean Metropoulos",76,"United States","Palm Beach","Investments","Food & Beverage","United States","",TRUE,"M","","Florida","South",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.86326672400957,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
1164,2600,"Manufacturing","Hans Georg Naeder",61,"Germany","Duderstadt","Prosthetics","Manufacturing","Germany","",FALSE,"M","","","",112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,3845630030824,7.86326672400957,4.72605950326354,1.45861502269952,4.64439089914137,2.43423394896548,2.44824446910457
1164,2600,"Fashion & Retail","Falguni Nayar",60,"India","Mumbai","Retailing","Fashion & Retail","India","Nykaa",TRUE,"F","Founder & CEO","","",180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,2.611e+12,7.86326672400957,5.1953983125402,2.36085400111802,4.72738781871234,1.6570132294805,1.81856822703354
1164,2600,"Finance & Investments","James Packer",55,"United States","Los Angeles","Investments","Finance & Investments","Australia","",FALSE,"M","","California","West",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.86326672400957,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
1164,2600,"Logistics","Alexander Ponomarenko",58,"Russia","Moscow","Real estate, airport","Logistics","Russia","",TRUE,"M","","","",180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,1699876578871,7.86326672400957,5.19711486103887,2.00148000021012,4.63083793273667,1.85036814276923,2.70772530162082
1164,2600,"Finance & Investments","Nicholas Pritzker",79,"United States","Nicasio","Hotels, investments","Finance & Investments","United States","",FALSE,"M","","California","West",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.86326672400957,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
