match_date,league,home_team,away_team,home_score,away_score,avg_odds_home_win,avg_odds_draw,avg_odds_away_win,result,p_home,p_draw,p_away
2006-04-08,England: Premier League,Charlton,Everton,0,0,2.3367,3.1711,2.8589,D,0.39150957083240834,0.28849308257831313,0.3199973465892786
2006-04-08,England: Premier League,Portsmouth,Blackburn,2,2,2.4514,3.2243,2.6671,D,0.37321583743376313,0.2837519163493245,0.34303224621691236
2006-04-08,England: Premier League,Wigan,Birmingham,1,1,1.9529,3.3086,3.5943,D,0.46869533450338613,0.27664725828195097,0.2546574072146629
2006-04-09,England: Premier League,Aston Villa,West Brom,0,0,2.0789,3.1844,3.3289,D,0.4391088956565715,0.28666734178509184,0.2742237625583365
2006-04-09,England: Premier League,Chelsea,West Ham,4,1,1.2625,4.8825,11.0463,H,0.7284020353407727,0.18834768450951878,0.08325028014970855
2006-04-09,England: Premier League,Liverpool,Bolton,1,0,1.5013,3.6263,6.7175,H,0.6106892098095827,0.25282732004719044,0.13648347014322687
2006-04-09,England: Premier League,Middlesbrough,Newcastle Utd,1,2,2.406,3.155,2.793,A,0.38109198958275087,0.29062038888624364,0.32828762153100555
2006-04-09,England: Premier League,Manchester United,Arsenal,2,0,1.936,3.28,3.65,H,0.47155245213577185,0.2783309595533092,0.250116588310919
2006-04-12,England: Premier League,Portsmouth,Arsenal,1,1,4.9786,3.5357,1.6429,D,0.18387532212601237,0.25891384414304525,0.5572108337309424
2006-04-14,England: Premier League,Manchester United,Sunderland,0,0,1.0963,7.5238,23.4225,D,0.8385629148986686,0.12218779388120506,0.039249291220126395
2006-04-15,England: Premier League,Bolton,Chelsea,0,2,5.1857,3.43,1.6557,A,0.17718261308411265,0.26787634888346434,0.554941038032423
2006-04-15,England: Premier League,Arsenal,West Brom,3,1,1.2271,5.25,11.7857,H,0.7474673738844974,0.17470804085593652,0.07782458525956598
2006-04-15,England: Premier League,Everton,Tottenham,0,1,2.541,3.169,2.628,A,0.3611770490195096,0.2896026764148229,0.34922027456566734
2006-04-15,England: Premier League,Fulham,Charlton,2,1,2.0027,3.2355,3.5491,H,0.4580304673913346,0.28351031279388833,0.25845921981477715
2006-04-15,England: Premier League,Newcastle Utd,Wigan,3,1,1.8669,3.3238,3.9477,H,0.49150080340726365,0.27606439914586334,0.232434797446873
2006-04-15,England: Premier League,Portsmouth,Middlesbrough,1,0,1.73,3.4958,4.4425,H,0.5307010726608355,0.2626331185145734,0.206665808824591
2006-04-15,England: Premier League,West Ham,Manchester City,1,0,2.1489,3.1711,3.1778,H,0.42483160582572715,0.28788768495440226,0.28728070921987064
2006-04-16,England: Premier League,Aston Villa,Birmingham,3,1,2.3157,3.0843,3.0557,H,0.39862361945207225,0.2992875905603099,0.30208878998761785
2006-04-16,England: Premier League,Blackburn,Liverpool,0,1,3.0467,3.175,2.2633,A,0.302505748373379,0.2902816578170626,0.4072125938095585
2006-04-17,England: Premier League,Tottenham,Manchester United,1,2,3.3286,3.1814,2.1214,A,0.2766001444158713,0.2893981394048749,0.4340017161792538
2006-04-17,England: Premier League,Charlton,Portsmouth,2,1,2.409,3.181,2.781,H,0.38116377227122156,0.2886587637225315,0.3301774640062469
2006-04-17,England: Premier League,Chelsea,Everton,3,0,1.2129,5.47,12.5,H,0.7582830599520045,0.16813921817473243,0.07357772187326292
2006-04-17,England: Premier League,Middlesbrough,West Ham,2,0,2.38,3.25,2.6714,H,0.38120996100018867,0.27916298682475355,0.3396270521750576
2006-04-17,England: Premier League,Sunderland,Newcastle Utd,1,4,3.8013,3.2363,1.8863,A,0.2386750448131149,0.28034343164975245,0.4809815235371328
2006-04-17,England: Premier League,West Brom,Bolton,0,0,2.3643,3.2271,2.7714,D,0.38673559637058585,0.28333766245203934,0.3299267411773747
2006-04-18,England: Premier League,Wigan,Aston Villa,3,2,2.0589,3.2189,3.3944,H,0.4451990460429088,0.28476197331316444,0.27003898064392673
2006-04-19,England: Premier League,Birmingham,Blackburn,2,1,2.5113,3.19,2.605,H,0.36346823123113225,0.2861372316898879,0.35039453707897983
2006-04-22,England: Premier League,Arsenal,Tottenham,1,1,1.6433,3.45,5.1833,D,0.5576136924590501,0.26560190748346585,0.17678440005748408
2006-04-22,England: Premier League,Bolton,Charlton,4,1,1.7127,3.3691,4.7455,H,0.5349694315632635,0.27195457108379134,0.19307599735294517
2006-04-22,England: Premier League,Everton,Birmingham,0,0,2.1357,3.2643,3.1371000000000002,D,0.4282567746730779,0.2801911569614595,0.2915520683654625
2006-04-22,England: Premier League,Newcastle Utd,West Brom,3,0,1.6956,3.4289,4.73,H,0.5396711124569087,0.26686877374141393,0.19346011380167744
2006-04-22,England: Premier League,Portsmouth,Sunderland,2,1,1.3625,4.2225,8.1875,H,0.6715518240881986,0.2166937502238415,0.11175442568795978
2006-04-24,England: Premier League,Fulham,Wigan,1,0,2.1138,3.2075,3.3325,H,0.43604971202150983,0.2873645771694676,0.2765857108090225
2006-04-25,England: Premier League,Aston Villa,Manchester City,0,1,2.1971,3.1857,3.03,A,0.4141144705559718,0.28560470328609894,0.3002808261579292
2006-04-26,England: Premier League,West Ham,Liverpool,1,2,4.3057,3.3143,1.8114,A,0.21385208783405993,0.27782123965456107,0.508326672511379
2006-04-29,England: Premier League,Chelsea,Manchester United,3,0,2.1429,3.0414,3.4471,H,0.42988013909548445,0.3028835898164377,0.26723627108807796
2006-04-29,England: Premier League,Birmingham,Newcastle Utd,0,0,2.385,3.3,2.7375,D,0.38551093401185815,0.27861926594493386,0.33586980004320793
2006-04-29,England: Premier League,Liverpool,Aston Villa,3,1,1.3313,4.2813,9.7275,H,0.6906953255155884,0.2147765134092222,0.0945281610751892
2006-04-29,England: Premier League,Manchester City,Fulham,1,2,1.7491,3.3764,4.4791,A,0.5239608560206777,0.2714310902931428,0.20460805368617965
2006-04-29,England: Premier League,Middlesbrough,Everton,0,1,2.569,3.189,2.562,A,0.35608554663796443,0.2868559953944593,0.35705845796757635
2006-04-29,England: Premier League,Wigan,Portsmouth,1,2,2.389,3.258,2.731,A,0.38342924740659673,0.2811579103911478,0.3354128422022554
2006-04-29,England: Premier League,Charlton,Blackburn,0,2,2.97,3.2543,2.2529,A,0.30950749588658644,0.28246850713921945,0.40802399697419406
2006-04-30,England: Premier League,Tottenham,Bolton,1,0,1.6457,3.4871,5.2386,H,0.5598827486336023,0.26423074744811426,0.1758865039182834
2006-05-01,England: Premier League,Sunderland,Arsenal,0,3,9.7038,4.7363,1.2875,A,0.094466648965382,0.19354463784605574,0.7119887131885622
2006-05-01,England: Premier League,Manchester United,Middlesbrough,0,0,1.225,5.4513,11.2913,D,0.7500707047857458,0.16855366854925222,0.08137562666500214
2006-05-01,England: Premier League,West Brom,West Ham,0,1,2.2443,3.2557,2.9643,A,0.4087548009649746,0.28177301342436106,0.30947218561066436
2006-05-02,England: Premier League,Blackburn,Chelsea,1,0,2.8873,3.2536,2.2773,H,0.31692927694761425,0.2812484329145705,0.40182229013781523
2006-05-03,England: Premier League,Bolton,Middlesbrough,1,1,1.495,3.7175,6.1438,D,0.6077229205725473,0.24439697814551667,0.147880101281936
2006-05-04,England: Premier League,Manchester City,Arsenal,1,3,5.6714,3.6529,1.5729,A,0.16238323638171615,0.2521120991035246,0.5855046645147594
2006-05-04,England: Premier League,Sunderland,Fulham,2,1,3.12,3.2964,2.1427,H,0.2938934359315892,0.27816633906885035,0.4279402249995605
2006-05-07,England: Premier League,Arsenal,Wigan,4,2,1.2025,5.6663,11.1125,H,0.7573284280092161,0.1607199468226325,0.08195162516815138
2006-05-07,England: Premier League,Aston Villa,Sunderland,2,1,1.5508,3.6715,5.6808,H,0.5898388267464675,0.2491412372377562,0.16101993601577627
2006-05-07,England: Premier League,Blackburn,Manchester City,2,0,1.9078,3.2322,3.8156,H,0.47841210165628106,0.28238184751557854,0.23920605082814053
2006-05-07,England: Premier League,Bolton,Birmingham,1,0,1.5246,3.6746,6.0785,H,0.6003407194877738,0.2490827466747564,0.15057653383746974
2006-05-07,England: Premier League,Everton,West Brom,2,2,1.6023,3.4938,5.4492,D,0.5705627631693728,0.2616671576582192,0.16777007917240808
2006-05-07,England: Premier League,Fulham,Middlesbrough,1,0,1.5983,3.5042,5.4792,H,0.5721435941769689,0.2609603066528878,0.16689609917014336
2006-05-07,England: Premier League,Manchester United,Charlton,4,0,1.1992,5.5925,12.1317,H,0.7614531047091468,0.1632784198779095,0.07526847541294368
2006-05-07,England: Premier League,Newcastle Utd,Chelsea,1,0,2.7833,3.2008,2.3617,H,0.3280754501563802,0.2852825544927059,0.38664199535091376
2006-05-07,England: Premier League,Portsmouth,Liverpool,1,3,5.3125,3.6667,1.5708,A,0.17150054980663004,0.24847865133436664,0.5800207988590032
2006-05-07,England: Premier League,West Ham,Tottenham,2,1,3.4643,3.3014,1.9814,H,0.26331360190266734,0.2763062067823985,0.4603801913149341
2006-08-19,England: Premier League,Sheffield Utd,Liverpool,1,1,6.34,3.54,1.525,D,0.14391931880588418,0.25775380825686606,0.5983268729372497
2006-08-19,England: Premier League,Arsenal,Aston Villa,1,1,1.2809,4.6791,10.4291,D,0.7160405108979465,0.19601553512623784,0.08794395397581571
2006-08-19,England: Premier League,Everton,Watford,2,1,1.6142,3.4425,5.4242,H,0.5660925234941053,0.26544271646308926,0.16846476004280536
2006-08-19,England: Premier League,Newcastle Utd,Wigan,2,1,1.6973,3.3882,4.7664,H,0.5384909859641888,0.2697540730998812,0.19175494093593015
2006-08-19,England: Premier League,Portsmouth,Blackburn,3,0,2.35,3.17,2.8569,H,0.39003159745986876,0.2891401432273475,0.32082825931278364
2006-08-19,England: Premier League,Reading,Middlesbrough,3,2,2.257,3.217,2.904,H,0.4034227703487437,0.28303549663572103,0.31354173301553534
2006-08-19,England: Premier League,West Ham,Charlton,3,1,1.9878,3.16,3.6156,H,0.4589608875381544,0.2887096367874504,0.2523294756743952
2006-08-19,England: Premier League,Bolton,Tottenham,2,0,2.595,3.155,2.538,H,0.3514984707466509,0.2891088848138065,0.35939264443954266
2006-08-20,England: Premier League,Manchester United,Fulham,5,1,1.255,4.88,10.87,H,0.7285297654159316,0.18735755237643323,0.08411268220763517
2006-08-20,England: Premier League,Chelsea,Manchester City,3,0,1.2055,5.3236,12.4073,H,0.7555123766839353,0.17108163086867612,0.07340599244738856
2006-08-22,England: Premier League,Watford,West Ham,1,1,2.6058,3.215,2.5183,D,0.35146186755220193,0.28486448972551404,0.363673642722284
2006-08-22,England: Premier League,Tottenham,Sheffield Utd,2,0,1.4309,3.8718,7.2327,H,0.6379962598001605,0.2357840921917583,0.1262196480080813
2006-08-23,England: Premier League,Aston Villa,Reading,2,1,1.886,3.26,4.006,H,0.4879664028669777,0.2823020355236564,0.2297315616093659
2006-08-23,England: Premier League,Blackburn,Everton,1,1,2.1942,3.1983,3.1117,D,0.4182005806310639,0.2869073301506051,0.294892089218331
2006-08-23,England: Premier League,Manchester City,Portsmouth,0,0,2.0582,3.2155,3.3927,D,0.445088825379238,0.28489560578309675,0.2700155688376654
2006-08-23,England: Premier League,Charlton,Manchester United,0,3,6.125,3.525,1.548,A,0.14938066034152478,0.2595621403097417,0.5910571993487335
2006-08-23,England: Premier League,Fulham,Bolton,1,1,2.3745,3.1836,2.7609,D,0.38374466976574323,0.28621740116809813,0.3300379290661586
2006-08-23,England: Premier League,Middlesbrough,Chelsea,2,1,7.5145,3.8645,1.4282,H,0.12186186274576355,0.23695975355234578,0.6411783837018907
2006-08-26,England: Premier League,Liverpool,West Ham,2,1,1.404,3.989,7.575,H,0.6504850080181853,0.22894984990161246,0.12056514208020223
2006-08-26,England: Premier League,Charlton,Bolton,2,0,2.4845,3.1909,2.6282,H,0.36711470906852395,0.2858430206777861,0.3470422702536899
2006-08-26,England: Premier League,Fulham,Sheffield Utd,1,0,1.8875,3.2783,3.8758,H,0.48478926179599996,0.279120193893161,0.23609054431083903
2006-08-26,England: Premier League,Tottenham,Everton,0,2,1.69,3.3964,4.8064,A,0.5407743325034661,0.2690815633997343,0.1901441040967996
2006-08-26,England: Premier League,Watford,Manchester United,1,2,7.5778,4.01,1.3922,A,0.12000817766081713,0.22678253582996008,0.6532092865092227
2006-08-26,England: Premier League,Wigan,Reading,1,0,1.9567,3.225,3.675,H,0.4674723273539868,0.28362886912668095,0.24889880351933227
2006-08-26,England: Premier League,Manchester City,Arsenal,1,0,4.848,3.425,1.676,H,0.18839218235620223,0.26666432118623895,0.5449434964575588
2006-08-27,England: Premier League,Aston Villa,Newcastle Utd,2,0,2.2909,3.1927,2.8955,H,0.39860704755450943,0.2860177546410955,0.315375197804395
2006-08-27,England: Premier League,Blackburn,Chelsea,0,2,6.415,3.695,1.499,A,0.142538475999281,0.24746531083501694,0.6099962131657022
2006-08-28,England: Premier League,Middlesbrough,Portsmouth,0,4,2.054,3.227,3.366,A,0.44509243199422527,0.2833033329148245,0.2716042350909503
2006-09-09,England: Premier League,Everton,Liverpool,3,0,3.6,3.18,1.991,H,0.25379344513844965,0.28731333411899956,0.45889322074255084
2006-09-09,England: Premier League,Arsenal,Middlesbrough,1,1,1.2873000000000001,4.6436,10.1864,D,0.7124564103559615,0.19750735141942227,0.0900362382246161
2006-09-09,England: Premier League,Bolton,Watford,1,0,1.5978,3.4967,5.6278,H,0.5744296783215118,0.2624828381108221,0.16308748356766617
2006-09-09,England: Premier League,Chelsea,Charlton,2,1,1.1564,6.0809,14.7936,H,0.7884332699758864,0.14993573869001547,0.0616309913340982
2006-09-09,England: Premier League,Newcastle Utd,Fulham,1,2,1.6742,3.4067,4.9492,A,0.546531642415958,0.26858933153280207,0.18487902605123996
2006-09-09,England: Premier League,Portsmouth,Wigan,1,0,1.8136,3.2864,4.2445,H,0.5052719024133454,0.2788343239462157,0.21589377364043896
2006-09-09,England: Premier League,Sheffield Utd,Blackburn,0,0,2.647,3.193,2.498,D,0.34618263364222984,0.28698572854712884,0.3668316378106414
2006-09-09,England: Premier League,Manchester United,Tottenham,1,0,1.4688,3.775,6.725,H,0.622085910617133,0.24204497629521723,0.13586911308764982
2006-09-10,England: Premier League,West Ham,Aston Villa,1,1,2.029,3.23,3.41,D,0.44980450739702854,0.2825552153277309,0.26764027727524065
2006-09-11,England: Premier League,Reading,Manchester City,1,0,2.3,3.185,2.905,H,0.3977925077683563,0.2872598957196921,0.31494759651195164
2006-09-16,England: Premier League,Charlton,Portsmouth,0,1,2.434,3.195,2.718,A,0.3763180433287,0.28668485679563566,0.3369970998756644
2006-09-16,England: Premier League,Bolton,Middlesbrough,0,0,1.936,3.229,3.786,D,0.4737261835739657,0.28403031632059383,0.24224350010544046
2006-09-16,England: Premier League,Everton,Wigan,2,2,1.71,3.3809,4.7327,D,0.5355904013553029,0.27089224357939246,0.19351735506530476
2006-09-16,England: Premier League,Sheffield Utd,Reading,1,2,2.3673,3.2055,2.8164,A,0.3877392132019649,0.2863500356927193,0.32591075110531587
2006-09-16,England: Premier League,Watford,Aston Villa,0,0,2.78,3.21,2.373,D,0.32921198699805126,0.28511193889550857,0.3856760741064401
2006-09-17,England: Premier League,Chelsea,Liverpool,1,0,1.7256,3.2611,4.8189,H,0.5298752606956163,0.280381696316076,0.1897430429883076
2006-09-17,England: Premier League,Blackburn,Manchester City,4,2,2.0723,3.1885,3.4285,H,0.4435843128544417,0.28829850134177815,0.26811718580377997
2006-09-17,England: Premier League,Tottenham,Fulham,0,0,1.5875,3.4967,5.7967,D,0.5787498562510079,0.2627521368142749,0.15849800693471716
2006-09-17,England: Premier League,West Ham,Newcastle Utd,0,2,2.0409,3.2227,3.4545,A,0.4496234121561322,0.28474149684098743,0.2656350910028804
2006-09-17,England: Premier League,Manchester United,Arsenal,0,1,1.879,3.195,4.093,A,0.488476142368501,0.28727595352438606,0.22424790410711296
2006-09-20,England: Premier League,Liverpool,Newcastle Utd,2,0,1.4882,3.7118,6.8018,H,0.6173858667855471,0.24753317715131504,0.13508095606313786
2006-09-23,England: Premier League,Liverpool,Tottenham,3,0,1.583,3.5,5.75,H,0.5788410236497904,0.2618015258393195,0.15935745051089012
2006-09-23,England: Premier League,Arsenal,Sheffield Utd,3,0,1.178,5.81,14.44,H,0.7786143781629666,0.15786708046058084,0.06351854137645255
2006-09-23,England: Premier League,Aston Villa,Charlton,2,0,1.6827,3.3982,4.9509,H,0.5449438299582687,0.2698419700637922,0.18521419997793911
2006-09-23,England: Premier League,Fulham,Chelsea,0,2,7.895,4.065,1.394,A,0.116201410364292,0.22568515001871714,0.658113439616991
2006-09-23,England: Premier League,Manchester City,West Ham,2,0,2.1991,3.2327,3.0845,H,0.41784723746990426,0.2842477990286963,0.2979049635013994
2006-09-23,England: Premier League,Middlesbrough,Blackburn,0,1,2.1509,3.2136,3.1936,A,0.42683695856084614,0.28568695984830844,0.2874760815908455
2006-09-23,England: Premier League,Wigan,Watford,1,1,1.8058,3.3117,4.3008,D,0.5088659117976064,0.2774738241761385,0.21366026402625507
2006-09-23,England: Premier League,Reading,Manchester United,1,1,5.9125,3.6,1.5525,D,0.15502110165458816,0.2546006287590979,0.5903782695863139
2006-09-24,England: Premier League,Newcastle Utd,Everton,1,1,2.184,3.205,3.12,D,0.41991483786439565,0.2861447756305273,0.2939403865050769
2006-09-25,England: Premier League,Portsmouth,Bolton,0,1,1.9789,3.2111,3.6889,A,0.4645295139553715,0.28627493854638114,0.24919554749824735
2006-09-30,England: Premier League,Bolton,Liverpool,2,0,3.6042,3.1875,2.0042,H,0.25451426010604467,0.2877867596154372,0.4576989802785182
2006-09-30,England: Premier League,Charlton,Arsenal,1,2,6.75,3.65,1.498,A,0.13595595859431528,0.2514254028798981,0.6126186385257866
2006-09-30,England: Premier League,Chelsea,Aston Villa,1,1,1.26,5.0718,10.25,D,0.7292034786010287,0.1811578498831374,0.08963867151583378
2006-09-30,England: Premier League,Everton,Manchester City,1,1,1.8273,3.2873,4.2564,D,0.5037344421491715,0.28000910964596504,0.21625644820486348
2006-09-30,England: Premier League,Sheffield Utd,Middlesbrough,2,1,2.6091,3.1727,2.5582,H,0.3518331536640363,0.2893333379219079,0.35883350841405565
2006-10-01,England: Premier League,West Ham,Reading,0,1,2.0567,3.1733,3.51,A,0.44761135006983055,0.29010880272543427,0.26227984720473524
2006-10-01,England: Premier League,Blackburn,Wigan,2,1,1.8685,3.2792,4.0315,H,0.4918164825996846,0.28023880755596203,0.22794470984435336
2006-10-01,England: Premier League,Manchester United,Newcastle Utd,2,0,1.3008,4.615,9.6217,H,0.7056874704856091,0.1989075323093565,0.09540499720503448
2006-10-01,England: Premier League,Tottenham,Portsmouth,2,1,1.8491,3.2864,4.0655,H,0.4956680233886351,0.2788886751606393,0.22544330145072564
2006-10-02,England: Premier League,Watford,Fulham,3,3,2.346,3.17,2.855,D,0.39035367694630146,0.2888863489324994,0.32075997412119905
2006-10-14,England: Premier League,Wigan,Manchester United,1,3,6.415,3.6575,1.5158,A,0.1431430415072176,0.25106291490602894,0.6057940435867535
2006-10-14,England: Premier League,Arsenal,Watford,3,0,1.1711,6.0033,14.12,H,0.7824633469649586,0.15263985235298302,0.06489680068205829
2006-10-14,England: Premier League,Aston Villa,Tottenham,1,1,2.173,3.155,3.2,D,0.42233109109379613,0.290879702360323,0.2867892065458809
2006-10-14,England: Premier League,Liverpool,Blackburn,1,1,1.46,3.829,7.09,D,0.6300306224159798,0.24023105477339532,0.12973832281062492
2006-10-14,England: Premier League,Manchester City,Sheffield Utd,0,0,1.6691,3.43,5.0718,D,0.550748050431839,0.26800395655270626,0.1812479930154546
2006-10-14,England: Premier League,Middlesbrough,Everton,2,1,2.4664,3.1855,2.7127,H,0.3726527706740617,0.28852952239538715,0.338817706930551
2006-10-14,England: Premier League,Portsmouth,West Ham,2,0,1.9275,3.2458,3.8375,H,0.47707090304633004,0.28330586161248417,0.23962323534118596
2006-10-14,England: Premier League,Reading,Chelsea,0,1,6.9891,3.8318,1.4682,A,0.13185146656460328,0.24049352392261308,0.6276550095127836
2006-10-15,England: Premier League,Newcastle Utd,Bolton,1,2,2.235,3.1813,3.0338,A,0.4099632829019779,0.28801682874482776,0.30201988835319427
2006-10-16,England: Premier League,Fulham,Charlton,2,1,1.9813,3.2375,3.6125,H,0.4628683956519225,0.2832683095923256,0.253863294755752
2006-10-21,England: Premier League,Wigan,Manchester City,4,0,2.2764,3.1982,2.9527,H,0.40278229597871484,0.28669051921891897,0.31052718480236613
2006-10-21,England: Premier League,Charlton,Watford,0,0,1.9217,3.2608,3.7625,D,0.4761712623728468,0.28062386987913995,0.24320486774801317
2006-10-21,England: Premier League,Chelsea,Portsmouth,2,1,1.2492,5.1525,10.4042,H,0.7339383226073857,0.1779399810967775,0.0881216962958369
2006-10-21,England: Premier League,Everton,Sheffield Utd,2,0,1.5569,3.5523,5.9438,H,0.5881604826296417,0.2577786378982882,0.15406087947206992
2006-10-21,England: Premier League,Aston Villa,Fulham,1,1,1.661,3.345,5.134,D,0.5494229440721936,0.2728225740220967,0.1777544819057097
2006-10-22,England: Premier League,Manchester United,Liverpool,2,0,1.847,3.15,4.234,H,0.49441808869342485,0.28990165391008116,0.21568025739649402
2006-10-22,England: Premier League,Blackburn,Bolton,0,1,2.2958,3.1542,2.9383,A,0.3985348153906516,0.290075527605687,0.3113896570036613
2006-10-22,England: Premier League,Middlesbrough,Newcastle Utd,1,0,2.2608,3.1525,3.0108,H,0.4051795077758145,0.2905725079078705,0.3042479843163151
2006-10-22,England: Premier League,Tottenham,West Ham,1,0,1.7083,3.4042,4.6842,H,0.5357577134041058,0.2688546212937648,0.1953876653021293
2006-10-22,England: Premier League,Reading,Arsenal,0,4,5.936,3.532,1.554,A,0.15383540852794333,0.25854104898693986,0.5876235424851168
2006-10-28,England: Premier League,Sheffield Utd,Chelsea,0,2,10.0636,4.7129,1.2886,A,0.09136553101707305,0.1950956222163458,0.7135388467665811
2006-10-28,England: Premier League,Arsenal,Everton,1,1,1.3509,4.2436,8.5073,D,0.6769879161265346,0.21551111695148825,0.10750096692197707
2006-10-28,England: Premier League,Bolton,Manchester United,0,4,4.2008,3.2369,1.8338,A,0.21793389963328536,0.2828313279926798,0.49923477237403485
2006-10-28,England: Premier League,Fulham,Wigan,0,1,2.0425,3.2,3.4658,A,0.44891135688992423,0.28653170201489697,0.2645569410951787
2006-10-28,England: Premier League,Liverpool,Aston Villa,3,1,1.56,3.4654,6.1808,H,0.5873511595258474,0.2644046311710977,0.14824420930305496
2006-10-28,England: Premier League,Portsmouth,Reading,3,1,1.7983,3.2592,4.3217,H,0.5081635018876716,0.28038488753209373,0.2114516105802346
2006-10-28,England: Premier League,Watford,Tottenham,0,0,3.5307,3.22,2.0129,D,0.2597047005657758,0.2847637845613617,0.45553151487286236
2006-10-28,England: Premier League,Newcastle Utd,Charlton,0,0,1.7391,3.3409,4.5973,D,0.5266385327482057,0.27414082202472523,0.1992206452270691
2006-10-29,England: Premier League,West Ham,Blackburn,2,1,2.3982,3.1864,2.7655,H,0.3817054441509156,0.28728533648089566,0.3310092193681888
2006-10-30,England: Premier League,Manchester City,Middlesbrough,1,0,2.199,3.185,3.06,H,0.41510116230114286,0.28659574753538875,0.29830309016346834
2006-11-04,England: Premier League,Fulham,Everton,1,0,2.5867,3.1667,2.5708,H,0.35422946171381964,0.28935022219191503,0.3564203160942653
2006-11-04,England: Premier League,Bolton,Wigan,0,1,1.8033,3.2375,4.3775,A,0.5078845728921767,0.28289366804523924,0.2092217590625841
2006-11-04,England: Premier League,Charlton,Manchester City,1,0,2.3223,3.2085,2.8646,H,0.3945574324987872,0.28557915708023485,0.319863410420978
2006-11-04,England: Premier League,Liverpool,Reading,2,0,1.302,4.609,9.473,H,0.7042580660396449,0.19894640962977167,0.09679552433058351
2006-11-04,England: Premier League,Manchester United,Portsmouth,3,0,1.2877,4.79,9.55,H,0.7124188745455973,0.19152020558504504,0.09606091986935765
2006-11-04,England: Premier League,Watford,Middlesbrough,2,0,2.4323,3.16,2.7408,H,0.3763421094302416,0.28967623821746097,0.33398165235229743
2006-11-04,England: Premier League,Newcastle Utd,Sheffield Utd,0,1,1.6909,3.3864,4.8536,A,0.5412129914960183,0.27023891073724826,0.18854809776673345
2006-11-05,England: Premier League,West Ham,Arsenal,1,0,6.225,3.485,1.543,H,0.14661519705109421,0.261887977515943,0.5914968254329628
2006-11-05,England: Premier League,Aston Villa,Blackburn,2,0,1.948,3.2,3.71,H,0.4686436650208348,0.28528683108143316,0.24606950389773208
2006-11-05,England: Premier League,Tottenham,Chelsea,2,1,4.9345,3.35,1.6927,H,0.18559245079068964,0.2733749099781069,0.5410326392312035
2006-11-11,England: Premier League,Manchester City,Newcastle Utd,0,0,1.9918,3.2182,3.5727,D,0.45946951936165215,0.28437368363201126,0.25615679700633653
2006-11-11,England: Premier League,Chelsea,Watford,4,0,1.1308,6.5823,16.42,H,0.8060217635576787,0.13846974617246605,0.05550849026985524
2006-11-11,England: Premier League,Everton,Aston Villa,0,1,2.0845,3.12,3.3955,A,0.4382102271038041,0.29277218538393573,0.2690175875122602
2006-11-11,England: Premier League,Middlesbrough,West Ham,1,0,2.1771,3.2121,3.1271,H,0.42123264569300506,0.2855034379185708,0.2932639163884242
2006-11-11,England: Premier League,Portsmouth,Fulham,1,1,1.8042,3.3,4.2058,D,0.5061481046783047,0.2767249728668477,0.21712692245484747
2006-11-11,England: Premier League,Sheffield Utd,Bolton,2,2,2.9008,3.1917,2.3008,D,0.3154936195482474,0.2867386946096299,0.39776768584212263
2006-11-11,England: Premier League,Wigan,Charlton,3,2,1.8383,3.2858,4.0742,H,0.4973458743403115,0.27824910852754114,0.22440501713214733
2006-11-11,England: Premier League,Blackburn,Manchester United,0,1,5.8818,3.4818,1.5682,A,0.15528026995648966,0.2623147486444026,0.5824049813991078
2006-11-12,England: Premier League,Reading,Tottenham,3,1,3.0664,3.2,2.2,H,0.29832328752262854,0.28586829026855876,0.41580842220881276
2006-11-12,England: Premier League,Arsenal,Liverpool,3,0,1.9918,3.1473,3.6773,H,0.45987428629680815,0.2910360002052497,0.24908971349794212
2006-11-18,England: Premier League,Manchester City,Fulham,3,1,2.07,3.1833,3.3389,H,0.44048337358478823,0.28643250190698694,0.2730841245082247
2006-11-18,England: Premier League,Arsenal,Newcastle Utd,1,1,1.274,4.717,10.69,D,0.7198057397709811,0.19441011500280472,0.0857841452262142
2006-11-18,England: Premier League,Chelsea,West Ham,1,0,1.2075,5.5425,12.4217,H,0.7604152794025947,0.16566557507959098,0.07391914551781424
2006-11-18,England: Premier League,Everton,Bolton,1,0,2.2375,3.1708,3.025,H,0.4089432118772416,0.2885739991722367,0.30248278895052166
2006-11-18,England: Premier League,Portsmouth,Watford,2,1,1.5915,3.5315,5.5915,H,0.576273611783969,0.25970252106872055,0.1640238671473105
2006-11-18,England: Premier League,Reading,Charlton,2,0,1.89,3.2817,3.9058,H,0.4854800770488678,0.27959817948696103,0.2349217434641712
2006-11-18,England: Premier League,Sheffield Utd,Manchester United,1,2,8.578,4.373,1.338,A,0.1066934826004478,0.20928806168457378,0.6840184557149784
2006-11-18,England: Premier League,Middlesbrough,Liverpool,0,0,3.6,3.235,1.984,D,0.2546249718328187,0.28335390992214754,0.4620211182450339
2006-11-19,England: Premier League,Wigan,Aston Villa,0,0,2.3613,3.1813,2.815,D,0.387436001327187,0.28757194541033115,0.3249920532624819
2006-11-19,England: Premier League,Blackburn,Tottenham,1,1,2.4018,3.1909,2.7473,D,0.38067058868291404,0.28653189379128863,0.33279751752579734
2006-11-25,England: Premier League,Charlton,Everton,1,1,2.6377,3.1685,2.5308,D,0.34786050481764086,0.28958549899242275,0.3625539961899365
2006-11-25,England: Premier League,Aston Villa,Middlesbrough,1,1,1.7579,3.32,4.5257,D,0.521399798466684,0.2760749113628265,0.20252529017048945
